İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
115296-384,2 Gün Önce,Satılık,Daire,3 + 1,140 m2,7. Kat,1 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Mamak,Ege,490.000 TL
1955-6369,Dün,Satılık,Daire,3 + 1,100 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,30 TL,Hayır,Keçiören,İncirli,250.000 TL
4901-1843,Dün,Satılık,Daire,3 + 1,140 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Şehit Kubilay,375.000 TL
6171-6117,4 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Şehit Cevdet Özdemir,330.000 TL
68360-1219,4 Gün Önce,Satılık,Daire,3 + 1,150 m2,3. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Sincan,Menderes,395.000 TL
111176-828,3 Gün Önce,Satılık,Daire,3 + 1,105 m2,1. Kat,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,,Keçiören,Emrah,240.000 TL
58364-3323,Dün,Satılık,Daire,4 + 1,200 m2,3. Kat,3 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,100 TL,Evet,Yenimahalle,Çiğdemtepe,565.000 TL
4901-1779,3 Gün Önce,Satılık,Daire,4 + 1,200 m2,8. Kat,Sıfır Bina,Merkezi (Pay Ölçer),9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Evet,Yenimahalle,Pamuklar,690.000 TL
34109-3680,6 Gün Önce,Satılık,Daire,3 + 1,140 m2,Yüksek Giriş,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Mamak,Mutlu,236.500 TL
16761-27546,3 Gün Önce,Satılık,Daire,2 + 1,115 m2,Kot 1,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Çankaya,Öveçler,349.000 TL
112265-602,6 Gün Önce,Satılık,Daire,3 + 1,100 m2,Yüksek Giriş,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,20 TL,Hayır,Mamak,Tuzluçayır,225.000 TL
31522-11353,6 Gün Önce,Satılık,Daire,4 + 1,220 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),35 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,300 TL,Evet,Keçiören,Ovacık,890.000 TL
1955-6357,Dün,Satılık,Daire,4 + 1,170 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Evet,Keçiören,İncirli,430.000 TL
67369-2874,6 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Fatih,275.000 TL
5812-2828,Dün,Satılık,Daire,3 + 1,125 m2,2. Kat,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,30 TL,Evet,Çankaya,Harbiye,438.000 TL
4480-20177,5 Gün Önce,Satılık,Daire,4 + 1,200 m2,1. Kat,Sıfır Bina,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Hayır,Pursaklar,Fatih,610.000 TL
23233-1681,5 Gün Önce,Satılık,Daire,3 + 1,140 m2,Kot 1,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Aşıkpaşa,325.000 TL
16407-8991,Dün,Satılık,Daire,3 + 1,120 m2,3. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,,Etimesgut,Topçu,300.000 TL
44716-6552,5 Gün Önce,Satılık,Daire,3 + 1,123 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Hayır,Mamak,Mutlu,263.000 TL
119882-1073,5 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Etimesgut,Alsancak,360.000 TL
26004-15382,5 Gün Önce,Satılık,Daire,4 + 1,240 m2,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,200 TL,Hayır,Keçiören,Ovacık,850.000 TL
1181-11734,6 Gün Önce,Satılık,Daire,4 + 1,160 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Evet,Çankaya,İlkadım,1.050.000 TL
119882-1038,Dün,Satılık,Daire,3 + 1,115 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,İstasyon,229.000 TL
14431-9217,Bugün,Satılık,Daire,3 + 1,130 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Keçiören,İncirli,289.000 TL
37957-15023,6 Gün Önce,Satılık,Daire,2 + 1,100 m2,5. Kat,4 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,150 TL,Hayır,Etimesgut,Yeşilova,375.000 TL
56586-2270,5 Gün Önce,Satılık,Daire,4 + 1,200 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Etlik,600.000 TL
6576-5033,4 Gün Önce,Satılık,Daire,6 + 2,400 m2,11. Kat,6 Yaşında,Merkezi,11 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Yenimahalle,Turgut Özal,1.099.000 TL
4480-20829,5 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Pursaklar,Merkez,355.000 TL
6792-3204,5 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,80 TL,Hayır,Çankaya,Emek,715.000 TL
2545-5499,Dün,Satılık,Daire,3 + 1,120 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Yunus Emre,250.000 TL
41876-3814,Dün,Satılık,Villa,7 + 2,450 m2,,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,900 TL,Hayır,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,4.250.000 TL
4901-2034,3 Gün Önce,Satılık,Daire,3 + 1,135 m2,3. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Yayla,519.000 TL
8316-1800,6 Gün Önce,Satılık,Villa,6 + 2,314 m2,,5 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Çankaya,Alacaatlı,2.665.000 TL
4480-20848,6 Gün Önce,Satılık,Daire,4 + 1,180 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Hayır,Pursaklar,Mimar Sinan,700.000 TL
4744-10206,6 Gün Önce,Satılık,Daire,3 + 1,138 m2,13. Kat,25 Yaşında,Merkezi,15 Katlı,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,490 TL,Hayır,Çankaya,Ümit,795.000 TL
14984-2686,Dün,Satılık,Daire,2 + 1,100 m2,Giriş Katı,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Şehit Cengiz Karaca,199.000 TL
4901-2028,7 Gün Önce,Satılık,Daire,3 + 1,140 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Evet,Keçiören,Şehit Kubilay,415.000 TL
121320-39,5 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,28 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,80 TL,Evet,Yenimahalle,İnönü,335.000 TL
25807-2027,4 Gün Önce,Satılık,Daire,3 + 1,145 m2,1. Kat,15 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Birlik,475.000 TL
4583-14418,6 Gün Önce,Satılık,Daire,3 + 1,130 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Şehit Cengiz Karaca,439.000 TL
4583-14201,6 Gün Önce,Satılık,Daire,3 + 1,140 m2,4. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,60 TL,Hayır,Çankaya,Gökkuşağı,530.000 TL
44716-6339,4 Gün Önce,Satılık,Daire,3 + 1,140 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Fahri Korutürk,324.999 TL
67759-3188,Dün,Satılık,Daire,3 + 1,110 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Evet,Mamak,Misket,285.000 TL
14225-2369,Dün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,20 TL,Hayır,Çankaya,Harbiye,305.000 TL
14072-11330,2 Gün Önce,Satılık,Daire,3 + 1,115 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Aydınlar,380.000 TL
31522-12439,5 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Evet,Keçiören,Ayvalı,320.000 TL
117036-308,4 Gün Önce,Satılık,Daire,5 + 1,195 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,60 TL,Hayır,Mamak,Akdere,520.000 TL
55818-1737,3 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Naci Çakır,310.000 TL
39672-8205,6 Gün Önce,Satılık,Daire,3 + 1,140 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,Keçiören,Etlik,375.000 TL
43936-12492,Dün,Satılık,Daire,3 + 1,130 m2,2. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Yenimahalle,Ragıp Tüzün,670.000 TL
111176-736,5 Gün Önce,Satılık,Daire,4 + 1,155 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,,Keçiören,İncirli,358.000 TL
15878-12381,4 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Sancaktepe,385.000 TL
92671-1939,5 Gün Önce,Satılık,Daire,4 + 1,220 m2,14. Kat,1 Yaşında,Merkezi (Pay Ölçer),27 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,450 TL,Evet,Gölbaşı,İncek,1.120.000 TL
2545-5344,4 Gün Önce,Satılık,Daire,3 + 1,140 m2,6. Kat,7 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Pursaklar,Yunus Emre,439.000 TL
121128-447,Dün,Satılık,Daire,3 + 1,115 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Mamak,Misket,250.000 TL
4901-1965,6 Gün Önce,Satılık,Daire,3 + 1,135 m2,Giriş Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Sancaktepe,349.000 TL
3420-8527,Dün,Satılık,Daire,2 + 1,140 m2,Bahçe Katı,24 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Oran,595.000 TL
66694-6240,4 Gün Önce,Satılık,Daire,5 + 2,250 m2,7. Kat,3 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Pursaklar,Saray Fatih,465.000 TL
31522-12477,Dün,Satılık,Daire,3 + 1,130 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Ayvalı,280.000 TL
111476-543,7 Gün Önce,Satılık,Daire,3 + 1,111 m2,Kot 1,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Keçiören,İncirli,175.000 TL
4901-2019,3 Gün Önce,Satılık,Daire,3 + 1,130 m2,1. Kat,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Şehit Kubilay,319.000 TL
4480-20511,4 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Pursaklar,Merkez,320.000 TL
14072-11436,2 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,26 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Çankaya,Naci Çakır,310.000 TL
122315-9,Dün,Satılık,Daire,4 + 1,180 m2,8. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,100 TL,Evet,Mamak,Şirintepe,495.000 TL
111476-624,6 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Keçiören,Güçlükaya,320.000 TL
118808-19,3 Gün Önce,Satılık,Daire,4 + 1,195 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),19 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Etlik,575.000 TL
91270-909,6 Gün Önce,Satılık,Daire,3 + 1,110 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Mamak,Mehtap,207.000 TL
110538-584,Dün,Satılık,Daire,3 + 1,125 m2,1. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,30 TL,,Sincan,Mustafa Kemal,330.000 TL
64542-12817,5 Gün Önce,Satılık,Daire,3 + 1,135 m2,Kot 1,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,30 TL,Evet,Keçiören,Yükseltepe,219.000 TL
70180-2505,Dün,Satılık,Daire,4 + 1,180 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Çankaya,Kırkkonaklar,725.000 TL
86604-5339,6 Gün Önce,Satılık,Daire,3 + 1,140 m2,11. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,Etimesgut,Yapracık,480.000 TL
16407-8916,6 Gün Önce,Satılık,Daire,3 + 1,110 m2,Giriş Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,,Etimesgut,Topçu,235.000 TL
14072-11366,2 Gün Önce,Satılık,Daire,2 + 1,115 m2,Kot 1,24 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,35 TL,Evet,Çankaya,Naci Çakır,338.000 TL
2744-12838,4 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Evet,Çankaya,Şehit Cevdet Özdemir,385.000 TL
43593-399,4 Gün Önce,Satılık,Daire,3 + 1,228 m2,18. Kat,6 Yaşında,Merkezi,40 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Çankaya,Aziziye,3.945.000 TL
73018-1131,7 Gün Önce,Satılık,Daire,2 + 1,105 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Fatih,210.000 TL
106043-95,4 Gün Önce,Satılık,Daire,4 + 1,200 m2,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,380 TL,Hayır,Yenimahalle,Yeni Batı,1.050.000 TL
62044-3025,Dün,Satılık,Daire,3 + 1,150 m2,1. Kat,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,35 TL,Hayır,Altındağ,Karapürçek,287.500 TL
692546-1314,6 Gün Önce,Satılık,Daire,3 + 1,115 m2,1. Kat,15 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Mamak,Akdere,245.000 TL
111176-910,2 Gün Önce,Satılık,Daire,3 + 1,110 m2,2. Kat,30 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,,Keçiören,Emrah,330.000 TL
2250-2471,Dün,Satılık,Daire,2 + 1,75 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Evet,Çankaya,Bahçelievler,700.000 TL
64542-12749,5 Gün Önce,Satılık,Daire,3 + 1,145 m2,3. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,30 TL,Evet,Keçiören,Yükseltepe,339.000 TL
4380-10192,Dün,Satılık,Daire,3 + 1,125 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,35 TL,Hayır,Çankaya,Malazgirt,395.000 TL
119882-1079,5 Gün Önce,Satılık,Daire,2 + 1,100 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,30 Ağustos,159.000 TL
54400-2649,6 Gün Önce,Satılık,Daire,3 + 1,167 m2,1. Kat,3 Yaşında,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,50 TL,Hayır,Polatlı,Şentepe,350.000 TL
113388-796,4 Gün Önce,Satılık,Daire,2 + 1,115 m2,2. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Topçu,259.000 TL
73018-1194,3 Gün Önce,Satılık,Daire,3 + 1,125 m2,3. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Yunus Emre,260.000 TL
44716-6550,5 Gün Önce,Satılık,Daire,3 + 1,135 m2,3. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,,Hayır,Çankaya,Aşıkpaşa,268.000 TL
95979-849,5 Gün Önce,Satılık,Daire,1 + 1,90 m2,Kot 1,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,Alsancak,120.000 TL
1955-6135,6 Gün Önce,Satılık,Daire,4 + 1,165 m2,3. Kat,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,,Keçiören,İncirli,430.000 TL
14072-11378,4 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,24 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Çankaya,Osman Temiz,465.000 TL
37957-14607,6 Gün Önce,Satılık,Villa,3 + 1,220 m2,,10 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,130 TL,Hayır,Sincan,Malıköy,750.000 TL
93675-900,Dün,Satılık,Daire,3 + 1,110 m2,2. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Mamak,Bahçelerüstü,260.000 TL
10534-1277,Bugün,Satılık,Daire,2 + 1,95 m2,Yüksek Giriş,32 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,60 TL,Hayır,Çankaya,Aziziye,370.000 TL
99900-690,3 Gün Önce,Satılık,Daire,3 + 1,140 m2,Kot 1,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Osman Temiz,290.000 TL
3918-3860,4 Gün Önce,Satılık,Villa,4 + 2,470 m2,,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Gölbaşı,İncek,2.850.000 TL
94970-4060,Bugün,Satılık,Daire,3 + 1,150 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Yenimahalle,Yeşilevler,535.000 TL
53552-1473,5 Gün Önce,Satılık,Daire,4 + 1,215 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Bahçelievler,1.750.000 TL
96373-742,Dün,Satılık,Daire,3 + 1,150 m2,7. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Yenimahalle,Kuzey Yıldızı,440.000 TL
35785-1661,2 Gün Önce,Satılık,Daire,6 + 1,290 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,40 TL,Evet,Keçiören,İncirli,380.000 TL
116825-113,4 Gün Önce,Satılık,Daire,4 + 1,180 m2,2. Kat,3 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Pursaklar,Saray Fatih,459.000 TL
