İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
122774-6,Dün,Satılık,Daire,3 + 1,180 m2,2. Kat,15 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Hayır,Keçiören,Etlik,520.000 TL
121699-23,4 Gün Önce,Satılık,Daire,4 + 1,200 m2,15. Kat,Sıfır Bina,Merkezi (Pay Ölçer),22 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Evet,Keçiören,Ovacık,629.000 TL
41594-1513,6 Gün Önce,Satılık,Daire,3 + 1,115 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Mamak,Cengizhan,250.000 TL
66694-6323,4 Gün Önce,Satılık,Daire,3 + 1,140 m2,3. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Pursaklar,Saray Cumhuriyet,290.000 TL
117036-429,Dün,Satılık,Daire,6 + 2,280 m2,Teras Katı,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Evet,Çankaya,Aşıkpaşa,649.000 TL
121699-29,Dün,Satılık,Daire,4 + 1,200 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),22 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,450 TL,Evet,Keçiören,Ovacık,785.000 TL
10943-2570,Dün,Satılık,Daire,1 + 1,68 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,75 TL,Evet,Çankaya,Büyükesat,350.000 TL
106733-445,Dün,Satılık,Daire,3 + 1,145 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Yenimahalle,Çarşı,750.000 TL
3920-8564,2 Gün Önce,Satılık,Daire,3 + 1,135 m2,3. Kat,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,350 TL,Hayır,Çankaya,Güvenevler,515.000 TL
43512-2742,2 Gün Önce,Satılık,Daire,3 + 1,100 m2,1. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Yığma,İkinci El,Boş,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Yücetepe,365.000 TL
6675-8089,3 Gün Önce,Satılık,Daire,4 + 1,155 m2,4. Kat,Sıfır Bina,Merkezi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,125 TL,Hayır,Çankaya,Keklik Pınarı,845.000 TL
85799-1924,Dün,Satılık,Daire,3 + 4,170 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Karakaya,439.000 TL
118808-354,4 Gün Önce,Satılık,Daire,4 + 1,235 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,150 TL,Evet,Keçiören,Ovacık,880.000 TL
31487-1036,6 Gün Önce,Satılık,Daire,4 + 1,202 m2,8. Kat,3 Yaşında,Merkezi,25 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,200 TL,Hayır,Yenimahalle,Pamuklar,675.000 TL
17811-7127,Dün,Satılık,Daire,2 + 1,95 m2,3. Kat,1 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,60 TL,Hayır,Çankaya,Huzur,315.000 TL
18510-18023,6 Gün Önce,Satılık,Daire,3 + 1,115 m2,Kot 1,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,,Pursaklar,Mimar Sinan,285.000 TL
14072-11406,4 Gün Önce,Satılık,Daire,2 + 1,120 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Çankaya,Aydınlar,439.000 TL
111476-552,4 Gün Önce,Satılık,Daire,5 + 2,260 m2,4. Kat,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Keçiören,İncirli,650.000 TL
118398-92,5 Gün Önce,Satılık,Daire,2 + 1,102 m2,4. Kat,24 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,150 TL,Hayır,Etimesgut,Altay,254.000 TL
79029-3576,Dün,Satılık,Daire,1 + 1,75 m2,Kot 1,18 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,265 TL,,Çankaya,Sancak,325.000 TL
55818-1819,2 Gün Önce,Satılık,Daire,2 + 1,125 m2,Kot 2,16 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Metin Akkuş,275.000 TL
4337-2717,7 Gün Önce,Satılık,Villa,7 + 1,550 m2,,35 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Boş,Arsa,5 TL,Hayır,Çankaya,Kazım Özalp,7.250.000 TL
4937-4975,6 Gün Önce,Satılık,Daire,3 + 1,108 m2,1. Kat,6 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Mamak,Diriliş,205.000 TL
3044-2590,4 Gün Önce,Satılık,Daire,3 + 1,140 m2,11. Kat,Sıfır Bina,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Etimesgut,Yapracık,475.000 TL
77383-472,3 Gün Önce,Satılık,Daire,3 + 1,120 m2,4. Kat,39 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Yenimahalle,Demetlale,184.000 TL
16407-8785,4 Gün Önce,Satılık,Daire,3 + 1,350 m2,Teras Katı,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,,Etimesgut,Topçu,485.000 TL
46993-922,3 Gün Önce,Satılık,Daire,4 + 1,200 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,80 TL,Hayır,Çankaya,Kırkkonaklar,710.000 TL
114427-162,6 Gün Önce,Satılık,Daire,3 + 1,135 m2,3. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Hayır,Etimesgut,İstasyon,475.000 TL
8315-9798,Dün,Satılık,Daire,4 + 1,220 m2,8. Kat,Sıfır Bina,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Etimesgut,Bağlıca,1.150.000 TL
46993-849,2 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Çankaya,Mimar Sinan,420.000 TL
64783-120,4 Gün Önce,Satılık,Müstakil Ev,6 + 1,900 m2,,10 Yaşında,Kat Kaloriferi,4 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Mutlukent,6.500.000 TL
43101-199,7 Gün Önce,Satılık,Daire,2 + 1,105 m2,2. Kat,34 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,200 TL,Hayır,Mamak,Demirlibahçe,355.000 TL
77383-508,3 Gün Önce,Satılık,Daire,5 + 1,220 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat İrtifakı,,,Yenimahalle,Ergenekon,685.000 TL
114071-120,Dün,Satılık,Daire,3 + 1,145 m2,1. Kat,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Evet,Etimesgut,Bağlıca,700.000 TL
54400-2441,2 Gün Önce,Satılık,Daire,3 + 1,130 m2,Giriş Katı,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,25 TL,,Polatlı,Şehitlik,165.000 TL
73018-1056,2 Gün Önce,Satılık,Daire,3 + 1,118 m2,Kot 1,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,195.000 TL
113388-842,5 Gün Önce,Satılık,Daire,3 + 1,115 m2,2. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Topçu,215.000 TL
2688-172,2 Gün Önce,Satılık,Daire,3 + 1,130 m2,Yüksek Giriş,1 Yaşında,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Gölbaşı,Kızılcaşar,585.000 TL
46649-9313,6 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Naci Çakır,275.000 TL
117036-377,6 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,35 TL,Evet,Mamak,Kutlu,270.000 TL
99900-618,5 Gün Önce,Satılık,Daire,4 + 1,320 m2,4. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Evet,Çankaya,Akpınar,680.000 TL
109062-533,5 Gün Önce,Satılık,Daire,3 + 1,140 m2,1. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Keçiören,Şenlik,399.000 TL
121128-477,6 Gün Önce,Satılık,Daire,3 + 1,105 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Mamak,Tuzluçayır,169.000 TL
16761-27157,3 Gün Önce,Satılık,Daire,3 + 1,155 m2,Kot 1,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Malazgirt,299.000 TL
8315-10733,4 Gün Önce,Satılık,Villa,5 + 2,474 m2,,23 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Kagir,İkinci El,Belirtilmemiş,Kat Mülkiyeti,600 TL,Hayır,Çankaya,Alacaatlı,4.250.000 TL
2545-5494,3 Gün Önce,Satılık,Daire,3 + 1,155 m2,9. Kat,6 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Yunus Emre,475.000 TL
2626-9199,2 Gün Önce,Satılık,Daire,4 + 1,166 m2,3. Kat,8 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,,150 TL,,Etimesgut,Bağlıca,685.000 TL
4583-14430,5 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Huzur,260.000 TL
111267-861,Dün,Satılık,Daire,4 + 1,180 m2,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Etimesgut,Bağlıca,1.099.000 TL
109745-137,2 Gün Önce,Satılık,Daire,3 + 1,155 m2,4. Kat,8 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,70 TL,Hayır,Mamak,Cengizhan,350.000 TL
0-37011116,Bugün,Satılık,Daire,3 + 1,120 m2,3. Kat,35 Yaşında,Soba,6 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Arsa,,Evet,Yenimahalle,Özevler,185.000 TL
2888-11979,7 Gün Önce,Satılık,Çiftlik Evi,8 + 1,"1,600 m2",Villa Katı,15 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Gölbaşı,Yavrucuk,2.500.000 TL
43512-2701,3 Gün Önce,Satılık,Daire,2 + 1,155 m2,7. Kat,Sıfır Bina,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,450 TL,Hayır,Çankaya,Yukarı Dikmen,990.000 TL
3620-8515,Bugün,Satılık,Daire,1 + 1,62 m2,15. Kat,1 Yaşında,Merkezi (Pay Ölçer),36 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,300 TL,Hayır,Çankaya,İlkbahar,499.000 TL
122035-71,3 Gün Önce,Satılık,Daire,2 + 1,95 m2,9. Kat,4 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,200 TL,Hayır,Etimesgut,Şehit Osman Avcı,475.000 TL
43940-1548,Dün,Satılık,Daire,1 + 1,133 m2,7. Kat,2 Yaşında,Merkezi (Pay Ölçer),29 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,525 TL,Hayır,Çankaya,Ümit,770.000 TL
55818-1753,3 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,20 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,100 TL,,Çankaya,Keklik Pınarı,350.000 TL
13712-1689,4 Gün Önce,Satılık,Daire,3 + 1,120 m2,Bahçe Katı,40 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,70 TL,Hayır,Çankaya,Güzeltepe,430.000 TL
92671-1938,5 Gün Önce,Satılık,Daire,2 + 1,110 m2,2. Kat,1 Yaşında,Merkezi (Pay Ölçer),27 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,356 TL,Evet,Gölbaşı,İncek,580.000 TL
79831-1003,5 Gün Önce,Satılık,Daire,1 + 1,70 m2,2. Kat,4 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,160 TL,Hayır,Etimesgut,Şehit Osman Avcı,255.000 TL
91324-3612,Dün,Satılık,Daire,2 + 1,96 m2,12. Kat,35 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,İşçi Blokları,420.000 TL
86604-5329,2 Gün Önce,Satılık,Daire,2 + 1,84 m2,5. Kat,8 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,130 TL,Hayır,Etimesgut,Yapracık,126.000 TL
46649-9306,4 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Mürsel Uluç,325.000 TL
4581-6132,Dün,Satılık,Daire,3 + 1,150 m2,8. Kat,4 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Ev Sahibi Oturuyor,,60 TL,Hayır,Mamak,Abidinpaşa,425.000 TL
58364-3430,Dün,Satılık,Daire,2 + 1,110 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Etlik,259.000 TL
91270-911,6 Gün Önce,Satılık,Daire,3 + 1,115 m2,2. Kat,18 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Mamak,Tuzluçayır,200.000 TL
88386-2468,5 Gün Önce,Satılık,Daire,4 + 1,165 m2,3. Kat,15 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,130 TL,,Yenimahalle,İlkyerleşim,615.000 TL
113388-589,5 Gün Önce,Satılık,Daire,3 + 1,130 m2,Yüksek Giriş,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Atakent,189.000 TL
15878-12117,4 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Sancaktepe,360.000 TL
96629-532,6 Gün Önce,Satılık,Daire,4 + 1,182 m2,15. Kat,3 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,350 TL,Hayır,Etimesgut,Bağlıca,1.200.000 TL
4901-2109,Dün,Satılık,Daire,4 + 1,200 m2,Giriş Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Evet,Keçiören,Ayvalı,419.000 TL
55818-1835,2 Gün Önce,Satılık,Daire,3 + 1,145 m2,Kot 1,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,35 TL,Hayır,Çankaya,Aydınlar,387.000 TL
35785-1567,2 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Keçiören,19 Mayıs,259.000 TL
111176-918,4 Gün Önce,Satılık,Daire,3 + 1,145 m2,Kot 1,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,80 TL,Hayır,Keçiören,Esertepe,315.000 TL
102398-239,4 Gün Önce,Satılık,Daire,3 + 1,135 m2,4. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Sincan,Mustafa Kemal,166.000 TL
2602-7975,Bugün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Mürsel Uluç,355.000 TL
19538-3168,3 Gün Önce,Satılık,Daire,4 + 1,340 m2,3. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,,,Boş,Kat Mülkiyeti,,,Çankaya,Kırkkonaklar,950.000 TL
13712-1986,Dün,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Çankaya,Gökkuşağı,290.000 TL
37957-14633,6 Gün Önce,Satılık,Daire,3 + 1,165 m2,15. Kat,4 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,225 TL,Hayır,Yenimahalle,Ata,875.000 TL
16407-8704,6 Gün Önce,Satılık,Daire,3 + 1,125 m2,4. Kat,18 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Evet,Sincan,Ertuğrulgazi,329.000 TL
15878-12129,Dün,Satılık,Daire,3 + 1,130 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Şehit Kubilay,435.000 TL
49844-2152,Dün,Satılık,Daire,3 + 1,130 m2,2. Kat,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Gölbaşı,Gaziosmanpaşa,360.000 TL
8316-1947,2 Gün Önce,Satılık,Daire,3 + 1,130 m2,2. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Mamak,Demirlibahçe,395.000 TL
111267-801,Dün,Satılık,Daire,4 + 1,180 m2,Yüksek Giriş,Sıfır Bina,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Etimesgut,Bağlıca,849.000 TL
46649-9313,6 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Naci Çakır,275.000 TL
117036-377,6 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,35 TL,Evet,Mamak,Kutlu,270.000 TL
99900-618,5 Gün Önce,Satılık,Daire,4 + 1,320 m2,4. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Evet,Çankaya,Akpınar,680.000 TL
91270-931,7 Gün Önce,Satılık,Daire,3 + 1,115 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,30 TL,,Mamak,Abidinpaşa,238.000 TL
64542-12795,Dün,Satılık,Daire,3 + 1,140 m2,Kot 1,3 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Keçiören,Şehit Kubilay,172.000 TL
31522-12408,6 Gün Önce,Satılık,Daire,4 + 1,180 m2,1. Kat,18 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Evet,Keçiören,Aşağı Eğlence,890.000 TL
64542-10651,Dün,Satılık,Bina,3 + 1,140 m2,,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,30 TL,Evet,Keçiören,Yükseltepe,298.000 TL
14072-11326,4 Gün Önce,Satılık,Daire,3 + 1,140 m2,6. Kat,25 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,350 TL,Evet,Çankaya,Keklik Pınarı,579.000 TL
4901-2069,4 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Evet,Yenimahalle,Çiğdemtepe,459.000 TL
91004-479,3 Gün Önce,Satılık,Daire,3 + 1,135 m2,10. Kat,7 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,250 TL,Evet,Mamak,Durali Alıç,650.000 TL
15927-696,Bugün,Satılık,Daire,1 + 1,70 m2,Bahçe Katı,50 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,60 TL,Hayır,Çankaya,Emek,250.000 TL
16407-6459,4 Gün Önce,Satılık,Daire,4 + 2,260 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Etimesgut,Atakent,350.000 TL
73018-1029,6 Gün Önce,Satılık,Daire,3 + 1,120 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Mimar Sinan,195.000 TL
65431-8430,Dün,Satılık,Daire,4 + 1,202 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,,Pursaklar,Fatih,720.000 TL
16407-8717,4 Gün Önce,Satılık,Daire,5 + 1,250 m2,Teras Katı,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,,Etimesgut,Topçu,350.000 TL
70180-2868,Dün,Satılık,Daire,4 + 1,177 m2,1. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Kırkkonaklar,425.000 TL
