İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
31487-1056,22 Gün Önce,Satılık,Daire,4 + 1,150 m2,En Üst Kat,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Yenimahalle,Çarşı,425.000 TL
46157-1126,67 Gün Önce,Satılık,Daire,2 + 1,90 m2,1. Kat,19 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,Kat Mülkiyeti,25 TL,,Yenimahalle,Varlık,330.000 TL
32120-2967,39 Gün Önce,Satılık,Daire,5 + 2,330 m2,3. Kat,30 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı,4,Kagir,İkinci El,Boş,,"1,660 TL",Hayır,Çankaya,Gaziosmanpaşa,1.295.000 TL
111653-762,25 Gün Önce,Satılık,Daire,2 + 1,100 m2,Yüksek Giriş,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,,Hayır,Mamak,Bahçelerüstü,155.000 TL
21719-3472,15 Gün Önce,Satılık,Daire,5 + 2,390 m2,9. Kat,25 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Kızılırmak,1.950.000 TL
12890-5018,5 Gün Önce,Satılık,Daire,5 + 1,265 m2,3. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,Kazım Karabekir,428.000 TL
33510-1456,99 Gün Önce,Satılık,Daire,4 + 1,155 m2,3. Kat,20 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,360 TL,Hayır,Çankaya,Harbiye,535.000 TL
39032-1635,73 Gün Önce,Satılık,Daire,4 + 1,160 m2,Yüksek Giriş,40 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Güzeltepe,550.000 TL
122655-37,12 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,20 TL,Evet,Mamak,Ekin,245.000 TL
37640-6782,26 Gün Önce,Satılık,Daire,5 + 1,240 m2,Teras Katı,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Etimesgut,İstasyon,569.000 TL
6989-1543,168 Gün Önce,Satılık,Daire,4 + 1,240 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Birlik,1.200.000 TL
93675-810,48 Gün Önce,Satılık,Daire,3 + 1,130 m2,4. Kat,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Evet,Mamak,Hürel,280.000 TL
66647-544,98 Gün Önce,Satılık,Daire,2 + 1,120 m2,Giriş Katı,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Yunus Emre,169.000 TL
37640-6684,20 Gün Önce,Satılık,Daire,3 + 1,128 m2,2. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,Piyade,269.000 TL
116060-109,161 Gün Önce,Satılık,Daire,3 + 1,110 m2,Yüksek Giriş,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Etimesgut,Şeker,349.000 TL
120088-141,50 Gün Önce,Satılık,Daire,2 + 1,85 m2,Zemin,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,50 TL,Hayır,Çankaya,Emek,600.000 TL
117547-120,54 Gün Önce,Satılık,Daire,2 + 1,115 m2,Yüksek Giriş,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Evet,Keçiören,Kavacık Subayevleri,247.000 TL
58419-2637,28 Gün Önce,Satılık,Daire,2 + 1,100 m2,2. Kat,23 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,,Mamak,Mehtap,165.000 TL
37695-5359,49 Gün Önce,Satılık,Daire,4 + 1,160 m2,3. Kat,13 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,300 TL,Hayır,Yenimahalle,Serhat,545.000 TL
20636-2773,28 Gün Önce,Satılık,Çiftlik Evi,2 + 1,90 m2,,13 Yaşında,Soba,1 Katlı,Uygun değil,Eşyalı,1,Ahşap,İkinci El,Boş,,,,Çubuk,Dağkalafat,435.000 TL
117547-54,237 Gün Önce,Satılık,Daire,2 + 1,110 m2,Kot 1,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Keçiören,Kavacık Subayevleri,305.000 TL
47803-3423,82 Gün Önce,Satılık,Daire,3 + 1,150 m2,2. Kat,9 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,120 TL,Hayır,Etimesgut,Şehit Osman Avcı,603.000 TL
110212-361,40 Gün Önce,Satılık,Daire,3 + 1,165 m2,12. Kat,20 Yaşında,Merkezi,27 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,750 TL,Evet,Çankaya,İlkadım,1.050.000 TL
692457-713,235 Gün Önce,Satılık,Daire,3 + 1,116 m2,4. Kat,27 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Çubuk,Cumhuriyet,105.000 TL
59864-2937,50 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,60 TL,Hayır,Mamak,Durali Alıç,335.000 TL
24092-2609,274 Gün Önce,Satılık,Daire,3 + 1,150 m2,,15 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Keçiören,Çaldıran,299.000 TL
111653-752,25 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Mamak,Karaağaç,188.000 TL
19037-5837,11 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,19 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Öveçler,449.000 TL
3286-7270,8 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Harbiye,445.000 TL
68162-217,181 Gün Önce,Satılık,Daire,3 + 1,125 m2,4. Kat,22 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Elmadağ,İstasyon,180.000 TL
109633-442,253 Gün Önce,Satılık,Daire,3 + 1,150 m2,7. Kat,1 Yaşında,Merkezi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Mamak,Kusunlar,350.000 TL
14412-657,39 Gün Önce,Satılık,Daire,3 + 1,95 m2,4. Kat,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Çankaya,İşçi Blokları,420.000 TL
7201-413,61 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,370 TL,Hayır,Çankaya,Naci Çakır,399.000 TL
77293-4116,8 Gün Önce,Satılık,Daire,3 + 1,117 m2,5. Kat,8 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,160 TL,,Etimesgut,Atayurt,210.000 TL
88358-781,53 Gün Önce,Satılık,Daire,4 + 1,180 m2,4. Kat,16 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,200 TL,Hayır,Çankaya,Çukurambar,1.330.000 TL
20743-1768,231 Gün Önce,Satılık,Daire,3 + 1,118 m2,Yüksek Giriş,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,40 TL,Hayır,Çankaya,Aşağı Öveçler,350.000 TL
113807-173,7 Gün Önce,Satılık,Daire,3 + 1,150 m2,7. Kat,15 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Yenimahalle,Kardelen,580.000 TL
6557-2601,55 Gün Önce,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Çankaya,Murat,200.000 TL
5837-5246,84 Gün Önce,Satılık,Daire,6 + 1,250 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Ayvalı,425.000 TL
20166-1166,246 Gün Önce,Satılık,Daire,3 + 1,100 m2,4. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Yenimahalle,İnönü,270.000 TL
64203-702,32 Gün Önce,Satılık,Daire,4 + 1,195 m2,En Üst Kat,5 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Polatlı,Şehitlik,375.000 TL
121704-19,81 Gün Önce,Satılık,Daire,3 + 2,130 m2,Kot 2,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,,Kat Mülkiyeti,,Evet,Mamak,Misket,255.000 TL
122440-2,43 Gün Önce,Satılık,Daire,4 + 1,210 m2,4. Kat,17 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,Kat Mülkiyeti,250 TL,Hayır,Çankaya,Kızılırmak,1.370.000 TL
26491-2924,215 Gün Önce,Satılık,Daire,3 + 1,110 m2,Kot 1,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,İncesu,220.000 TL
120352-128,41 Gün Önce,Satılık,Daire,1 + 1,60 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,Çankaya,Akpınar,320.000 TL
26775-1963,106 Gün Önce,Satılık,Daire,2 + 1,95 m2,Kot 1,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,40 TL,Hayır,Çankaya,Mürsel Uluç,235.000 TL
113388-625,96 Gün Önce,Satılık,Daire,2 + 1,110 m2,Bahçe Katı,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Atakent,178.000 TL
83113-1762,115 Gün Önce,Satılık,Daire,3 + 1,115 m2,1. Kat,28 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,15 TL,Evet,Yenimahalle,Esentepe,250.000 TL
40210-2327,162 Gün Önce,Satılık,Daire,3 + 1,100 m2,Kot 2,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Mamak,General Zeki Doğan,157.000 TL
22679-1436,60 Gün Önce,Satılık,Daire,6 + 1,280 m2,3. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Yenimahalle,Işınlar,670.000 TL
2545-5540,34 Gün Önce,Satılık,Daire,4 + 1,180 m2,5. Kat,3 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Mimar Sinan,575.000 TL
49844-2143,237 Gün Önce,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Gölbaşı,Şafak,210.000 TL
41662-1100,120 Gün Önce,Satılık,Daire,5 + 1,320 m2,3. Kat,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,,500 TL,Hayır,Çankaya,100. Yıl,1.400.000 TL
111089-98,232 Gün Önce,Satılık,Villa,6 + 1,220 m2,,4 Yaşında,Kat Kaloriferi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Çamlıdere,Beşbeyler,850.000 TL
95047-662,50 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,25 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,240 TL,,Yenimahalle,İlkyerleşim,365.000 TL
39672-8945,230 Gün Önce,Satılık,Daire,3 + 1,125 m2,10. Kat,23 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,,Keçiören,Etlik,278.000 TL
39085-4396,18 Gün Önce,Satılık,Daire,3 + 1,115 m2,1. Kat,30 Yaşında,Merkezi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,500 TL,Evet,Çankaya,Maltepe,415.000 TL
66647-591,55 Gün Önce,Satılık,Daire,4 + 1,190 m2,5. Kat,4 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Mimar Sinan,550.000 TL
14984-2884,Dün,Satılık,Daire,2 + 1,90 m2,Giriş Katı,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Şehit Cevdet Özdemir,188.000 TL
4094-1195,38 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,Çankaya,Bahçelievler,445.000 TL
114841-385,27 Gün Önce,Satılık,Daire,4 + 1,190 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,,Sıfır,Boş,Kat Mülkiyeti,,Evet,Etimesgut,Bağlıca,819.000 TL
110941-194,69 Gün Önce,Satılık,Daire,3 + 1,130 m2,4. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,80 TL,Hayır,Yenimahalle,Ergazi,380.000 TL
65100-1479,124 Gün Önce,Satılık,Daire,2 + 1,100 m2,Bahçe Katı,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Çankaya,Mimar Sinan,258.000 TL
21280-1368,50 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,45 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Boş,Kat Mülkiyeti,440 TL,Hayır,Çankaya,Ayrancı,487.000 TL
60904-739,247 Gün Önce,Satılık,Daire,5 + 1,270 m2,Teras Katı,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Etimesgut,Şeker,550.000 TL
122902-24,7 Gün Önce,Satılık,Daire,3 + 1,110 m2,1. Kat,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,,Çankaya,Bayraktar,320.000 TL
13848-3691,55 Gün Önce,Satılık,Daire,3 + 1,115 m2,5. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Sincan,Ertuğrulgazi,185.000 TL
93256-480,160 Gün Önce,Satılık,Daire,3 + 1,120 m2,Giriş Katı,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Mamak,General Zeki Doğan,205.000 TL
70969-2850,7 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,Kat Mülkiyeti,,,Keçiören,Pınarbaşı,335.000 TL
69052-4038,21 Gün Önce,Satılık,Daire,3 + 1,130 m2,5. Kat,3 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,70 TL,Hayır,Çankaya,Mimar Sinan,470.000 TL
52118-748,166 Gün Önce,Satılık,Daire,3 + 1,128 m2,2. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,Kat Mülkiyeti,,Evet,Keçiören,Ayvalı,315.000 TL
122089-357,167 Gün Önce,Satılık,Daire,3 + 1,110 m2,2. Kat,15 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,,,30 TL,,Etimesgut,Erler,250.000 TL
14984-2879,Dün,Satılık,Daire,3 + 1,135 m2,2. Kat,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Mürsel Uluç,395.000 TL
122039-1,39 Gün Önce,Satılık,Daire,3 + 1,150 m2,3. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Altındağ,Yıldıztepe,345.000 TL
115296-408,39 Gün Önce,Satılık,Daire,3 + 1,130 m2,Kot 1,1 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Mamak,Şirintepe,299.000 TL
113926-119,25 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,4 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Altındağ,Başpınar,230.000 TL
24092-2645,73 Gün Önce,Satılık,Daire,3 + 1,130 m2,,20 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Keçiören,Çaldıran,285.000 TL
7705-4658,12 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,19 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Sokullu Mehmet Paşa,419.000 TL
9937-2562,202 Gün Önce,Satılık,Daire,2 + 1,90 m2,Giriş Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Tınaztepe,195.000 TL
8812-2865,142 Gün Önce,Satılık,Daire,4 + 1,278 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),21 Katlı,Uygun değil,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Ovacık,1.050.000 TL
76775-2129,29 Gün Önce,Satılık,Daire,2 + 1,100 m2,Kot 1,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Kırkkonaklar,270.000 TL
110876-119,185 Gün Önce,Satılık,Daire,4 + 1,250 m2,3. Kat,5 Yaşında,Merkezi (Pay Ölçer),32 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,,Kat Mülkiyeti,,,Çankaya,Aziziye,3.200.000 TL
66820-2955,30 Gün Önce,Satılık,Daire,3 + 1,130 m2,Yüksek Giriş,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Aşağı Öveçler,490.000 TL
98484-367,134 Gün Önce,Satılık,Bina,17 + 4,870 m2,,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Kavacık Subayevleri,2.500.000 TL
49844-2231,35 Gün Önce,Satılık,Daire,2 + 1,90 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Gölbaşı,Gaziosmanpaşa,320.000 TL
120088-2,221 Gün Önce,Satılık,Daire,4 + 1,155 m2,2. Kat,45 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,400 TL,Hayır,Çankaya,Emek,665.000 TL
23342-4771,62 Gün Önce,Satılık,Daire,2 + 1,110 m2,4. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Etimesgut,Eryaman,330.000 TL
105125-125,56 Gün Önce,Satılık,Daire,2 + 1,85 m2,3. Kat,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Hayır,"1,000 TL",,,,,Etimesgut,Şeker,330.000 TL
3535-3859,74 Gün Önce,Satılık,Daire,3 + 1,115 m2,2. Kat,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,40 TL,Hayır,Mamak,Şehit Cengiz Topel,185.000 TL
3286-7267,7 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Naci Çakır,459.000 TL
2412-2535,99 Gün Önce,Satılık,Daire,3 + 1,120 m2,Kot 2,2 Yaşında,Kombi,4 Katlı,Bilinmiyor,Eşyalı Değil,1,,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,100. Yıl,460.000 TL
25120-3206,19 Gün Önce,Satılık,Daire,5 + 2,190 m2,Bahçe Katı,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Evet,Mamak,Abidinpaşa,225.000 TL
4744-10195,11 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,290 TL,Hayır,Çankaya,Ayrancı,459.000 TL
38683-1470,236 Gün Önce,Satılık,Daire,3 + 1,150 m2,6. Kat,3 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Mamak,Mutlu,260.000 TL
4744-9998,14 Gün Önce,Satılık,Daire,6 + 2,550 m2,13. Kat,10 Yaşında,Merkezi,13 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,"1,200 TL",,Çankaya,Ümit,2.590.000 TL
115748-45,53 Gün Önce,Satılık,Daire,3 + 1,130 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,25 TL,Hayır,Keçiören,Etlik,380.000 TL
83113-1769,69 Gün Önce,Satılık,Daire,3 + 1,90 m2,Yüksek Giriş,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Evet,Yenimahalle,Anadolu,295.000 TL
109062-510,96 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,24 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Keçiören,Tepebaşı,285.000 TL
122669-4,11 Gün Önce,Satılık,Daire,2 + 1,85 m2,Yüksek Giriş,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,Alsancak,155.000 TL
48123-870,92 Gün Önce,Satılık,Daire,6 + 1,300 m2,3. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,120 TL,Hayır,Çankaya,Mustafa Kemal,1.500.000 TL
65100-1506,70 Gün Önce,Satılık,Daire,3 + 1,118 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,Çankaya,Bağcılar,350.000 TL
