İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
43101-76,13 Gün Önce,Satılık,Daire,2 + 1,105 m2,2. Kat,36 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Mamak,Şafaktepe,175.000 TL
4960-668,7 Gün Önce,Satılık,Daire,4 + 1,190 m2,2. Kat,2 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,,,Polatlı,Şehitlik,600.000 TL
93678-7468,5 Gün Önce,Satılık,Daire,3 + 1,160 m2,2. Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Evet,Keçiören,Sancaktepe,555.000 TL
10487-2972,3 Gün Önce,Satılık,Daire,2 + 1,110 m2,2. Kat,42 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,30 TL,Hayır,Çankaya,Esatoğlu,275.000 TL
68452-433,7 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,45 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Yığma,İkinci El,Boş,,,Hayır,Çankaya,Kavaklıdere,495.000 TL
116305-144,15 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Polatlı,Fatih,295.000 TL
2688-189,11 Gün Önce,Satılık,Daire,6 + 1,320 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),21 Katlı,Uygun değil,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Çankaya,Beytepe,3.100.000 TL
4337-2593,8 Gün Önce,Satılık,Daire,1 + 1,65 m2,1. Kat,2 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı,1,Betonarme,Sıfır,Boş,,300 TL,Hayır,Çankaya,Çankaya,900.000 TL
65258-3136,5 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Altındağ,Beşikkaya,300.000 TL
8053-2390,8 Gün Önce,Satılık,Daire,4 + 1,160 m2,Yüksek Giriş,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Akpınar,650.000 TL
61069-4324,25 Gün Önce,Satılık,Residence,5 + 1,299 m2,5. Kat,3 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,"1,300 TL",Hayır,Çankaya,İşçi Blokları,3.290.000 TL
2640-2568,24 Gün Önce,Satılık,Daire,4 + 1,220 m2,19. Kat,Sıfır Bina,Merkezi,26 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Kızılırmak,2.400.000 TL
18510-17589,2 Gün Önce,Satılık,Daire,4 + 1,200 m2,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Pursaklar,Merkez,765.000 TL
65409-416,27 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,20 TL,Hayır,Pursaklar,Yunus Emre,275.000 TL
69365-383,25 Gün Önce,Satılık,Daire,3 + 1,115 m2,1. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Sincan,İstasyon,163.000 TL
118347-314,29 Gün Önce,Satılık,Daire,3 + 1,115 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Keçiören,Basınevleri,215.000 TL
122351-72,19 Gün Önce,Satılık,Villa,3 + 2,330 m2,,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat İrtifakı,350 TL,Hayır,Yenimahalle,Karacakaya,1.250.000 TL
121892-159,7 Gün Önce,Satılık,Daire,3 + 1,110 m2,Giriş Katı,9 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Mamak,Tuzluçayır,225.000 TL
53138-8174,5 Gün Önce,Satılık,Daire,3 + 1,100 m2,1. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Mamak,Tuzluçayır,200.000 TL
37957-14872,15 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,15 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,125 TL,Hayır,Etimesgut,Eryaman,360.000 TL
70164-672,5 Gün Önce,Satılık,Daire,3 + 1,110 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Ev Sahibi Oturuyor,,50 TL,,Çankaya,Harbiye,425.000 TL
1181-11879,6 Gün Önce,Satılık,Daire,2 + 1,105 m2,Kot 1,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,80 TL,Hayır,Çankaya,İlkadım,549.000 TL
54547-1492,21 Gün Önce,Satılık,Daire,3 + 1,145 m2,2. Kat,27 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,Atakent,485.000 TL
41553-5587,14 Gün Önce,Satılık,Daire,2 + 1,115 m2,Kot 1,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Evet,Çankaya,Aydınlar,275.000 TL
6610-3208,8 Gün Önce,Satılık,Daire,2 + 1,100 m2,Kot 2,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Naci Çakır,175.000 TL
16087-2586,18 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,20 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Keçiören,Etlik,384.000 TL
112636-192,11 Gün Önce,Satılık,Daire,4 + 1,131 m2,7. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Mamak,Boğaziçi,490.000 TL
109341-577,27 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,30 TL,Evet,Etimesgut,Piyade,294.500 TL
15474-1502,18 Gün Önce,Satılık,Daire,3 + 1,135 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Sincan,Akşemsettin,205.000 TL
112187-150,9 Gün Önce,Satılık,Daire,4 + 1,140 m2,1. Kat,30 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,125 TL,Hayır,Çankaya,Aziziye,665.000 TL
5832-7555,26 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Keçiören,Sancaktepe,415.000 TL
102384-303,23 Gün Önce,Satılık,Daire,2 + 1,100 m2,Bahçe Katı,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Etimesgut,Elvan,129.000 TL
2603-4136,21 Gün Önce,Satılık,Daire,3 + 1,165 m2,Giriş Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,150 TL,Hayır,Çankaya,İlkbahar,850.000 TL
26568-3301,9 Gün Önce,Satılık,Daire,2 + 1,90 m2,Giriş Katı,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,40 TL,,Çankaya,Seyranbağları,190.000 TL
121892-171,14 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Mamak,Şahintepe,245.000 TL
122669-3,11 Gün Önce,Satılık,Daire,3 + 1,135 m2,Yüksek Giriş,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Etimesgut,İstasyon,228.000 TL
76287-1608,10 Gün Önce,Satılık,Daire,3 + 1,130 m2,2. Kat,25 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,150 TL,Hayır,Çankaya,Emek,615.000 TL
15126-3361,11 Gün Önce,Satılık,Daire,3 + 1,110 m2,Kot 1,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Mamak,General Zeki Doğan,165.000 TL
15474-1488,18 Gün Önce,Satılık,Daire,2 + 1,80 m2,3. Kat,23 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Boş,,20 TL,Hayır,Sincan,Tandoğan,115.000 TL
111176-879,7 Gün Önce,Satılık,Daire,3 + 1,105 m2,Giriş Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Keçiören,Karargahtepe,135.000 TL
17943-1501,29 Gün Önce,Satılık,Daire,2 + 1,95 m2,Giriş Katı,40 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Anıttepe,290.000 TL
95879-1465,20 Gün Önce,Satılık,Daire,4 + 1,170 m2,14. Kat,13 Yaşında,Kombi,17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Hayır,Etimesgut,Göksu,849.000 TL
121208-5,21 Gün Önce,Satılık,Daire,2 + 1,100 m2,4. Kat,2 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Evet,Altındağ,Hacettepe,550.000 TL
32358-5100,23 Gün Önce,Satılık,Daire,2 + 1,90 m2,Kot 1,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Mamak,Kartaltepe,115.000 TL
122440-31,28 Gün Önce,Satılık,Daire,655 + 1,385 m2,5. Kat,11 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,4,,,,Kat Mülkiyeti,250 TL,Hayır,Çankaya,Çukurambar,2.149.999 TL
31487-1017,13 Gün Önce,Satılık,Daire,2 + 1,95 m2,Bahçe Katı,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Yenimahalle,Çarşı,125.000 TL
25137-840,20 Gün Önce,Satılık,Daire,4 + 1,180 m2,4. Kat,7 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Hayır,Etimesgut,Bağlıca,700.000 TL
118990-93,22 Gün Önce,Satılık,Daire,4 + 1,170 m2,3. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,60 TL,Hayır,Çankaya,Cevizlidere,800.000 TL
23233-1746,9 Gün Önce,Satılık,Daire,3 + 1,130 m2,Yüksek Giriş,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Aşıkpaşa,365.000 TL
3885-708,28 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,27 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,35 TL,Hayır,Altındağ,Aydınlıkevler,365.000 TL
17842-1243,4 Gün Önce,Satılık,Daire,3 + 1,90 m2,3. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,,Altındağ,Aydınlıkevler,240.000 TL
43512-2763,15 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,,Kat Mülkiyeti,,Evet,Mamak,Durali Alıç,345.000 TL
64404-1794,28 Gün Önce,Satılık,Daire,3 + 1,136 m2,Kot 1,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,Yenimahalle,Yunus Emre,265.000 TL
18510-18056,2 Gün Önce,Satılık,Daire,3 + 1,130 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,369.000 TL
84156-1097,11 Gün Önce,Satılık,Daire,2 + 1,135 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Akpınar,325.000 TL
122655-54,5 Gün Önce,Satılık,Daire,3 + 1,150 m2,2. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Altındağ,Karapürçek,295.000 TL
49714-886,2 Gün Önce,Satılık,Daire,3 + 1,160 m2,En Üst Kat,10 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Mamak,Durali Alıç,520.000 TL
118771-55,23 Gün Önce,Satılık,Daire,3 + 1,110 m2,2. Kat,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Mamak,Kazım Orbay,230.000 TL
114015-1544,6 Gün Önce,Satılık,Daire,4 + 1,255 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,500 TL,Hayır,Çankaya,Alacaatlı,1.245.000 TL
114015-1530,7 Gün Önce,Satılık,Daire,1 + 0,70 m2,19. Kat,Sıfır Bina,Merkezi (Pay Ölçer),32 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Çankaya,Alacaatlı,310.000 TL
40243-8158,29 Gün Önce,Satılık,Daire,3 + 1,110 m2,2. Kat,24 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Evet,Mamak,Misket,185.000 TL
84437-141,21 Gün Önce,Satılık,Daire,3 + 1,125 m2,6. Kat,40 Yaşında,Kombi,8 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Arsa,25 TL,Hayır,Yenimahalle,Karşıyaka,250.000 TL
7551-2550,14 Gün Önce,Satılık,Daire,4 + 1,220 m2,4. Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Çamlıtepe,985.000 TL
79012-2982,20 Gün Önce,Satılık,Daire,3 + 1,117 m2,7. Kat,15 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,150 TL,Hayır,Etimesgut,Tunahan,565.000 TL
57012-5680,15 Gün Önce,Satılık,Daire,2 + 1,126 m2,5. Kat,1 Yaşında,Merkezi (Pay Ölçer),23 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,600 TL,Hayır,Çankaya,Çayyolu,1.225.000 TL
66675-4906,20 Gün Önce,Satılık,Daire,2 + 1,105 m2,3. Kat,8 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Yenimahalle,Macun,355.000 TL
122440-42,21 Gün Önce,Satılık,Residence,4 + 1,210 m2,11. Kat,Sıfır Bina,Merkezi (Pay Ölçer),22 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Hayır,Çankaya,İşçi Blokları,1.675.000 TL
9988-1374,12 Gün Önce,Satılık,Daire,5 + 1,300 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,50 TL,Hayır,Keçiören,Hasköy,448.000 TL
3483-3593,6 Gün Önce,Satılık,Daire,2 + 1,105 m2,Kot 1,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Öveçler,268.000 TL
122512-38,29 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,30 TL,Hayır,Etimesgut,İstasyon,320.000 TL
84437-144,Bugün,Satılık,Daire,3 + 1,110 m2,5. Kat,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Yenimahalle,Karşıyaka,155.000 TL
122315-25,Dün,Satılık,Daire,4 + 1,180 m2,8. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Evet,Mamak,Şirintepe,499.000 TL
17314-1338,20 Gün Önce,Satılık,Daire,3 + 1,110 m2,3. Kat,30 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Hayır,Etimesgut,Altay,350.000 TL
122774-14,22 Gün Önce,Satılık,Daire,3 + 1,145 m2,5. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Hayır,Keçiören,Yükseltepe,450.000 TL
4757-1985,15 Gün Önce,Satılık,Daire,4 + 2,215 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,100 TL,Hayır,Çankaya,Bahçelievler,1.750.000 TL
47683-2110,14 Gün Önce,Satılık,Daire,2 + 1,100 m2,Kot 2,27 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Mamak,Saimekadın,130.000 TL
99906-459,Dün,Satılık,Daire,3 + 1,150 m2,1. Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Gaziosmanpaşa,730.000 TL
41553-5652,7 Gün Önce,Satılık,Daire,3 + 1,115 m2,Kot 1,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Evet,Çankaya,Sokullu Mehmet Paşa,280.000 TL
110339-564,8 Gün Önce,Satılık,Daire,3 + 1,125 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Mamak,Mutlu,180.000 TL
44716-6276,8 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Evet,Mamak,Akşemsettin,219.000 TL
120611-60,7 Gün Önce,Satılık,Daire,2 + 1,75 m2,5. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,25 TL,Hayır,Sincan,Fatih,149.000 TL
52444-1269,14 Gün Önce,Satılık,Bina,3 + 1,100 m2,Yüksek Giriş,50 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Keçiören,Yakacık,180.000 TL
1181-11781,3 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Çankaya,Naci Çakır,434.000 TL
16814-5256,2 Gün Önce,Satılık,Daire,3 + 1,140 m2,3. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Aziziye,625.000 TL
114071-134,Dün,Satılık,Daire,1 + 1,90 m2,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),33 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,500 TL,Hayır,Gölbaşı,Taşpınar,580.000 TL
2603-4137,21 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,475 TL,Hayır,Çankaya,Aziziye,525.000 TL
67759-3104,23 Gün Önce,Satılık,Daire,2 + 1,85 m2,Kot 2,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,,Evet,Mamak,Fahri Korutürk,145.000 TL
23233-1689,10 Gün Önce,Satılık,Daire,1 + 1,75 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Aşıkpaşa,195.000 TL
48042-1066,26 Gün Önce,Satılık,Daire,3 + 1,125 m2,5. Kat,25 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Yenimahalle,Demetevler,250.000 TL
24202-952,13 Gün Önce,Satılık,Daire,2 + 1,100 m2,Giriş Katı,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Altındağ,Güneşevler,239.000 TL
118478-119,6 Gün Önce,Satılık,Daire,2 + 1,85 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Belirtilmemiş,Kat Mülkiyeti,50 TL,Hayır,Yenimahalle,Gazi,575.000 TL
25673-6318,8 Gün Önce,Satılık,Daire,4 + 1,180 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Hayır,Mamak,General Zeki Doğan,580.000 TL
96636-519,10 Gün Önce,Satılık,Daire,5 + 1,200 m2,7. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Yenimahalle,Yeni Batı,1.090.000 TL
56586-2476,8 Gün Önce,Satılık,Daire,3 + 1,140 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Esertepe,485.000 TL
56007-2353,7 Gün Önce,Satılık,Daire,3 + 1,110 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,,400 TL,,Çankaya,Huzur,320.000 TL
123070-9,2 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Keçiören,Yayla,350.000 TL
110339-561,14 Gün Önce,Satılık,Daire,3 + 1,165 m2,3. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Mamak,Şahintepe,285.000 TL
84538-284,18 Gün Önce,Satılık,Daire,6 + 1,400 m2,En Üst Kat,1 Yaşında,Kombi,35 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,,,Hayır,Gölbaşı,İncek,3.750.000 TL
5472-995,8 Gün Önce,Satılık,Daire,5 + 1,250 m2,4. Kat,25 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,495 TL,Hayır,Çankaya,Bahçelievler,940.000 TL
122195-3,22 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Keçiören,Atapark,369.000 TL
119007-110,21 Gün Önce,Satılık,Daire,7 + 1,350 m2,En Üst Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Evet,Çankaya,Akpınar,650.000 TL
10580-4986,Dün,Satılık,Daire,3 + 1,135 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,50 TL,,Çankaya,Bayraktar,275.000 TL
