İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
7690-2002,Dün,Satılık,Daire,3 + 1,145 m2,Yüksek Giriş,19 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Evet,Gölbaşı,Gaziosmanpaşa,345.000 TL
10943-2630,Dün,Satılık,Daire,3 + 1,140 m2,Yüksek Giriş,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Birlik,725.000 TL
122845-84,Bugün,Satılık,Daire,2 + 1,95 m2,3. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Mamak,Harman,189.000 TL
122298-49,Dün,Satılık,Daire,2 + 1,105 m2,2. Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,40 TL,Hayır,Keçiören,Tepebaşı,238.000 TL
692609-3997,Bugün,Satılık,Daire,4 + 1,175 m2,Zemin,Sıfır Bina,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,20,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Dodurga,800.000 TL
118719-68,Dün,Satılık,Daire,3 + 1,115 m2,Ara Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,60 TL,Hayır,Çankaya,İncesu,385.000 TL
16354-21148,Dün,Satılık,Daire,3 + 1,170 m2,15. Kat,4 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Evet,Yenimahalle,Pamuklar,699.000 TL
26568-3493,Dün,Satılık,Daire,2 + 1,90 m2,2. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,,Çankaya,Göktürk,210.000 TL
4380-10196,Dün,Satılık,Daire,3 + 1,130 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Şehit Cengiz Karaca,430.000 TL
0-37011873,Dün,Satılık,Daire,4 + 1,200 m2,En Üst Kat,12 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,200 TL,Hayır,Çankaya,Yaşamkent,750.000 TL
0-35652162,271 Gün Önce,Satılık,Daire,4 + 1,190 m2,12. Kat,3 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Yenimahalle,Yeşilevler,869.000 TL
4180-8280,Bugün,Satılık,Daire,3 + 1,135 m2,2. Kat,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Çankaya,Şehit Cengiz Karaca,294.000 TL
0-37011046,Dün,Satılık,Daire,2 + 1,90 m2,Bahçe Katı,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,30 TL,Evet,Keçiören,Çaldıran,140.000 TL
66658-1011,Dün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Evet,Sincan,Gazi Osmanpaşa,195.000 TL
0-36799700,44 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Etimesgut,İstasyon,175.000 TL
0-36186461,186 Gün Önce,Satılık,Daire,3 + 1,110 m2,1. Kat,30 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Naci Çakır,365.000 TL
118256-71,94 Gün Önce,Satılık,Daire,4 + 1,170 m2,Ara Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Hayır,,,,,,Polatlı,Şehitlik,600.000 TL
118256-60,138 Gün Önce,Satılık,Daire,3 + 1,145 m2,,15 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Polatlı,Cumhuriyet,120.000 TL
111966-947,129 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,17 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Evet,Polatlı,Fatih,169.000 TL
0-36904083,23 Gün Önce,Satılık,Daire,3 + 1,140 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Bilinmiyor,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Elmadağ,Hasanoğlan Bahçelievler,290.000 TL
119286-297,34 Gün Önce,Satılık,Daire,2 + 1,100 m2,Bahçe Katı,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,1 TL,Evet,Polatlı,Cumhuriyet,95.000 TL
7717-2621,233 Gün Önce,Satılık,Daire,2 + 1,105 m2,2. Kat,25 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,Hayır,,,,,,Çankaya,Konutkent,525.000 TL
20665-1048,255 Gün Önce,Satılık,Daire,2 + 1,90 m2,Giriş Katı,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,,,Altındağ,Aydınlıkevler,225.000 TL
0-36880771,28 Gün Önce,Satılık,Daire,3 + 1,100 m2,Kot 2,13 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Mamak,Şahintepe,140.000 TL
118256-57,142 Gün Önce,Satılık,Bina,3 + 1,250 m2,,15 Yaşında,Soba,,Uygun,Eşyalı Değil,1,Hayır,,,,,,Polatlı,Şentepe,115.000 TL
0-36884483,28 Gün Önce,Satılık,Daire,4 + 1,200 m2,1. Kat,10 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,,300 TL,Evet,Çankaya,Çukurambar,1.500.000 TL
98086-194,43 Gün Önce,Satılık,Daire,3 + 1,110 m2,2. Kat,33 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Mamak,Balkiraz,210.000 TL
22003-1716,179 Gün Önce,Satılık,Daire,1 + 1,59 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Çankaya,Gaziosmanpaşa,470.000 TL
0-36339757,151 Gün Önce,Satılık,Daire,3 + 1,98 m2,4. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,1 TL,Evet,Sincan,Ulubatlı Hasan,195.000 TL
26735-1320,33 Gün Önce,Satılık,Daire,2 + 1,90 m2,Bahçe Katı,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Polatlı,Cumhuriyet,95.000 TL
66968-81,499 Gün Önce,Satılık,Müstakil Ev,3 + 2,155 m2,,Sıfır Bina,Soba,2 Katlı,Uygun,Eşyalı Değil,2,,,,,,Hayır,Sincan,Alcı,450.000 TL
0-36953619,14 Gün Önce,Satılık,Villa,5 + 1,200 m2,,5 Yaşında,Kombi,2 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Gölbaşı,Karşıyaka,2.000.000 TL
27203-2926,238 Gün Önce,Satılık,Daire,1 + 1,100 m2,Kot 1,35 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,Hayır,,,,,,Çankaya,100. Yıl,205.000 TL
0-36175331,188 Gün Önce,Satılık,Daire,4 + 1,157 m2,6. Kat,Sıfır Bina,Merkezi (Pay Ölçer),23 Katlı,Uygun,Eşyalı Değil,2,,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,Göksu,1.050.000 TL
20665-1008,246 Gün Önce,Satılık,Daire,3 + 1,100 m2,2. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kagir,,,,,,Altındağ,Aydınlıkevler,225.000 TL
6907-756,139 Gün Önce,Satılık,Villa,3 + 1,700 m2,,8 Yaşında,Kombi,1 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Gölbaşı,İkizce,800.000 TL
35644-747,246 Gün Önce,Satılık,Daire,5 + 1,303 m2,Giriş Katı,7 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Çankaya,Oran,3.750.000 TL
20636-2729,207 Gün Önce,Satılık,Köy Evi,3 + 1,100 m2,Giriş Katı,30 Yaşında,Soba,1 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Boş,Arsa,10 TL,,Sincan,Tatlar,220.000 TL
3653-3948,139 Gün Önce,Satılık,Daire,1 + 1,85 m2,2. Kat,12 Yaşında,Merkezi,30 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,,,,,Çankaya,Oran,800.000 TL
28273-300,237 Gün Önce,Satılık,Daire,3 + 1,115 m2,4. Kat,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,,30 TL,Hayır,Sincan,Malazgirt,190.000 TL
119286-312,25 Gün Önce,Satılık,Müstakil Ev,2 + 1,90 m2,,35 Yaşında,Soba,,Bilinmiyor,Eşyalı Değil,1,Kagir,,Kiracı Oturuyor,Arsa,,Hayır,Polatlı,Esentepe,85.000 TL
3191-9158,21 Gün Önce,Satılık,Daire,1 + 1,80 m2,11. Kat,5 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Eşyalı,1,Kat Mülkiyeti,,,,Hayır,,Evet (Site Adı Belirtilmemiş),Etimesgut,Yapracık,395.000 TL
8168-1944,254 Gün Önce,Satılık,Daire,2 + 1,100 m2,Yüksek Giriş,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Çankaya,Ön Cebeci,350.000 TL
26735-1283,82 Gün Önce,Satılık,Daire,3 + 1,100 m2,Bahçe Katı,42 Yaşında,Soba,1 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Polatlı,Yıldızlı,150.000 TL
20665-1118,125 Gün Önce,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Altındağ,Aydınlıkevler,168.000 TL
3966-3179,244 Gün Önce,Satılık,Daire,1 + 1,55 m2,2. Kat,70 Yaşında,Belirtilmemiş,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,,,Çankaya,Yücetepe,395.000 TL
118657-58,47 Gün Önce,Satılık,Daire,2 + 1,100 m2,Ara Kat,10 Yaşında,Merkezi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,,,Hayır,Kahramankazan,Atatürk,135.000 TL
3548-897,235 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Çankaya,Malazgirt,395.000 TL
0-35614105,247 Gün Önce,Satılık,Daire,2 + 1,95 m2,Yüksek Giriş,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,İkinci El,Ev Sahibi Oturuyor,50 TL,,Hayır,"1,000 TL",Çankaya,Huzur,270.000 TL
2505-495,189 Gün Önce,Satılık,Daire,5 + 1,200 m2,3. Kat,21 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Çankaya,Yukarı Bahçelievler,900.000 TL
118256-43,245 Gün Önce,Satılık,Daire,4 + 1,175 m2,Yüksek Giriş,1 Yaşında,Kombi,,Uygun,Eşyalı Değil,2,Hayır,,,,,,Polatlı,İstiklal,390.000 TL
118256-52,177 Gün Önce,Satılık,Daire,3 + 1,170 m2,,Sıfır Bina,Kombi,,Uygun,Eşyalı Değil,2,,,,,,,Polatlı,Şehitlik,450.000 TL
0-36944613,15 Gün Önce,Satılık,Daire,3 + 1,120 m2,5. Kat,5 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracı Oturuyor,Arsa,50 TL,Hayır,Keçiören,Güzelyurt,197.500 TL
48123-894,17 Gün Önce,Satılık,Daire,3 + 1,100 m2,Zemin,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,İstasyon,170.000 TL
7551-2425,231 Gün Önce,Satılık,Daire,3 + 1,100 m2,Kot 1,25 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Çankaya,Çamlıtepe,255.000 TL
111966-1085,21 Gün Önce,Satılık,Daire,3 + 1,135 m2,Ara Kat,18 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Polatlı,Mehmet Akif,320.000 TL
0-36987536,6 Gün Önce,Satılık,Daire,3 + 1,100 m2,Ara Kat,40 Yaşında,Kat Kaloriferi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,60 TL,Hayır,Sincan,Plevne,220.000 TL
0-36727780,59 Gün Önce,Satılık,Daire,2 + 1,120 m2,4. Kat,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,70 TL,Hayır,Çankaya,Kavaklıdere,450.000 TL
43936-12304,71 Gün Önce,Satılık,Daire,3 + 1,135 m2,1. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Yenimahalle,Işınlar,460.000 TL
0-36998318,5 Gün Önce,Satılık,Daire,3 + 1,100 m2,Yüksek Giriş,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Mamak,Aşık Veysel,180.000 TL
28273-309,205 Gün Önce,Satılık,Daire,3 + 1,149 m2,2. Kat,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Sincan,Atatürk,420.000 TL
27203-3361,42 Gün Önce,Satılık,Daire,3 + 1,130 m2,10. Kat,1 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,1,,,Kiracı Oturuyor,,360 TL,,Çankaya,İlkbahar,1.250.000 TL
20665-967,255 Gün Önce,Satılık,Daire,3 + 1,100 m2,Teras Katı,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,,Altındağ,Aydınlıkevler,230.000 TL
117162-167,218 Gün Önce,Satılık,Daire,3 + 1,160 m2,,18 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Sincan,Selçuklu,259.000 TL
111966-1086,21 Gün Önce,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,20 Yaşında,Kombi,1 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,,,Polatlı,Şentepe,205.000 TL
0-36942768,16 Gün Önce,Satılık,Daire,2 + 1,90 m2,2. Kat,5 Yaşında,Kombi,4 Katlı,Bilinmiyor,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,93 TL,Hayır,Çubuk,Aşağıçavundur,45.000 TL
121228-58,65 Gün Önce,Satılık,Daire,2 + 1,95 m2,En Üst Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,20 TL,Hayır,Mamak,Abidinpaşa,150.000 TL
3548-1306,224 Gün Önce,Satılık,Daire,2 + 1,90 m2,Kot 1,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Malazgirt,165.000 TL
0-36243246,174 Gün Önce,Satılık,Daire,2 + 1,"120,000 m2",Kot 1,12 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Mamak,Mutlu,120.000 TL
24092-2388,244 Gün Önce,Satılık,Daire,2 + 1,100 m2,Giriş Katı,15 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Keçiören,Çaldıran,138.000 TL
3653-3998,72 Gün Önce,Satılık,Daire,3 + 1,204 m2,21 ve üzeri,12 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,,,Çankaya,Oran,2.350.000 TL
0-36891751,26 Gün Önce,Satılık,Daire,3 + 1,145 m2,En Üst Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Evet,Mamak,Abidinpaşa,275.000 TL
0-34693662,299 Gün Önce,Satılık,Daire,5 + 2,250 m2,En Üst Kat,15 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Bahçelievler,895.000 TL
111278-160,313 Gün Önce,Satılık,Daire,4 + 1,150 m2,,14 Yaşında,Kat Kaloriferi,,Uygun,Eşyalı Değil,2,,,,,,,Yenimahalle,Varlık,335.000 TL
22679-1173,260 Gün Önce,Satılık,Daire,2 + 1,80 m2,Yüksek Giriş,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Yenimahalle,Esentepe,170.000 TL
121794-61,68 Gün Önce,Satılık,Daire,1 + 1,70 m2,8. Kat,3 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Etimesgut,Şehit Osman Avcı,289.000 TL
27203-3253,174 Gün Önce,Satılık,Daire,2 + 1,80 m2,,45 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Çankaya,Gaziosmanpaşa,415.000 TL
43936-12123,253 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Yenimahalle,Tepealtı,315.000 TL
8168-1689,134 Gün Önce,Satılık,Daire,3 + 1,110 m2,3. Kat,40 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Hayır,Mamak,Demirlibahçe,240.000 TL
98086-206,34 Gün Önce,Satılık,Daire,3 + 1,105 m2,Kot 1,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Mamak,Balkiraz,155.000 TL
42882-701,143 Gün Önce,Satılık,Daire,3 + 1,110 m2,Bodrum,20 Yaşında,Soba,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,15 TL,Hayır,Polatlı,Zafer,65.000 TL
2244-1088,39 Gün Önce,Satılık,Daire,4 + 1,175 m2,Teras Katı,Sıfır Bina,Kombi,2 Katlı,Bilinmiyor,Eşyalı Değil,2,Betonarme,Sıfır,,,,Evet,Yenimahalle,Gazi,850.000 TL
0-36401822,137 Gün Önce,Satılık,Daire,3 + 1,135 m2,Ara Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,,Evet,Polatlı,Cumhuriyet,130.000 TL
26735-1244,91 Gün Önce,Satılık,Bina,4 + 1,190 m2,,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Polatlı,Cumhuriyet,320.000 TL
119162-83,44 Gün Önce,Satılık,Daire,3 + 1,120 m2,4. Kat,40 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Keçiören,Emrah,250.000 TL
42882-702,142 Gün Önce,Satılık,Daire,3 + 1,140 m2,5. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,25 TL,Hayır,Polatlı,Cumhuriyet,129.000 TL
98086-205,32 Gün Önce,Satılık,Daire,3 + 1,135 m2,2. Kat,40 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,Hayır,Mamak,Balkiraz,290.000 TL
119286-284,36 Gün Önce,Satılık,Daire,3 + 1,130 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,1 TL,Evet,Polatlı,Şehitlik,500.000 TL
111560-156,42 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Hayır,,,,,,Kahramankazan,Satıkadın,300.000 TL
98086-199,34 Gün Önce,Satılık,Daire,3 + 1,110 m2,3. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Yığma,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Mamak,Balkiraz,220.000 TL
27203-3362,41 Gün Önce,Satılık,Villa,4 + 2,320 m2,,20 Yaşında,Kombi,2 Katlı,Bilinmiyor,Eşyalı Değil,2,,,Boş,,,,Çankaya,Beytepe,1.950.000 TL
27203-3225,152 Gün Önce,Satılık,Daire,5 + 1,250 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Kiracı Oturuyor,,,Hayır,Çankaya,Birlik,580.000 TL
111966-950,125 Gün Önce,Satılık,Daire,3 + 1,110 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Hayır,Polatlı,Zafer,97.000 TL
41152-1190,233 Gün Önce,Satılık,Daire,2 + 1,100 m2,Yüksek Giriş,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,50 TL,,Çankaya,Emek,420.000 TL
24092-2669,222 Gün Önce,Satılık,Daire,3 + 1,120 m2,,35 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Keçiören,Tepebaşı,360.000 TL
83304-1934,32 Gün Önce,Satılık,Daire,5 + 1,230 m2,8. Kat,8 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Altındağ,Güneşevler,430.000 TL
102593-474,9 Gün Önce,Satılık,Daire,3 + 1,130 m2,1. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Pursaklar,Fatih,350.000 TL
0-36836894,37 Gün Önce,Satılık,Daire,4 + 1,230 m2,2. Kat,5 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Etimesgut,İstasyon,650.000 TL
4147-4627,87 Gün Önce,Satılık,Daire,2 + 1,65 m2,Bahçe Katı,25 Yaşında,Kombi,3 Katlı,Bilinmiyor,Eşyalı Değil,1,,,,,,,Çankaya,Cebeci,160.000 TL
27203-3156,241 Gün Önce,Satılık,Daire,2 + 1,90 m2,4. Kat,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Çankaya,Kavaklıdere,665.000 TL
0-36998734,5 Gün Önce,Satılık,Villa,10 + 2,550 m2,,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,5,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Çankaya,Çayyolu,2.500.000 TL
3191-9180,5 Gün Önce,Satılık,Triplex,6 + 1,320 m2,3. Kat,1 Yaşında,Kombi,3 Katlı,Eşyalı,3,Kat Mülkiyeti,,,,Hayır,,Evet (Site Adı Belirtilmemiş),Etimesgut,Balıkuyumcu,550.000 TL
121845-11,91 Gün Önce,Satılık,Daire,1 + 1,120 m2,Ara Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Polatlı,Gazi,185.000 TL
117522-27,237 Gün Önce,Satılık,Daire,2 + 1,95 m2,1. Kat,45 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,,,Çankaya,İşçi Blokları,440.000 TL
0-36960891,12 Gün Önce,Satılık,Daire,2 + 1,80 m2,Zemin,20 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,300 TL,Hayır,Etimesgut,Şehit Osman Avcı,260.000 TL
20665-1111,158 Gün Önce,Satılık,Daire,3 + 1,130 m2,Ara Kat,12 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Altındağ,Aydınlıkevler,375.000 TL
0-36867815,31 Gün Önce,Satılık,Daire,2 + 1,75 m2,Yüksek Giriş,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Ev Sahibi Oturuyor,,20 TL,Hayır,Yenimahalle,Varlık,385.000 TL
0-36715289,63 Gün Önce,Satılık,Daire,3 + 1,115 m2,4. Kat,Sıfır Bina,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Hayır,Mamak,Hüseyingazi,326.000 TL
